Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Sathien Setthasit,2.0,Thailand,energy drinks,1580,67,"Bangkok, Thailand",Thailand,Married,3,,True
Mikhail Shelkov,2.0,Russia,titanium,1580,52,"Moscow, Russia",Russia,,,"Master of Science, Moscow Institute of Physics and Technology",True
Shen Xiqiang & family,2.0,China,chemical,1580,73,"Yixing, China",China,Married,,,True
Thaksin Shinawatra,2.0,Thailand,investments,1580,71,"Dubai, United Arab Emirates",Thailand,Divorced,3,"Master of Science, Eastern Kentucky University",True
Martua Sitorus,2.0,Indonesia,palm oil,1580,61,"Singapore, Singapore",Indonesia,Married,4,,True
Sylvia Stroeher,2.0,Germany,cosmetics,1580,65,"Darmstadt, Germany",Germany,Married,1,,False
Alexander Svetakov,2.0,Russia,real estate,1580,53,"Moscow, Russia",Russia,Divorced,4,"Bachelor of Science in Engineering, Moscow Institute of Electronic Technology",True
Stanley Tang,2.0,United States,food delivery app,1580,28,"San Francisco, California",United States,,,"Bachelor of Arts/Science, Stanford University",True
Tang Xiuguo,2.0,China,manufacturing,1580,57,"Changsha, China",China,Married,1,"Bachelor of Arts/Science, Central South University",True
Alain Taravella,2.0,France,real estate development,1580,73,"Paris, France",France,,,,True
Wichai Thongtang,2.0,Thailand,investments,1580,74,"Bangkok, Thailand",Thailand,Widowed,4,,True
Arvind Tiku,2.0,India,"oil & gas, investments",1580,51,"Singapore, Singapore",India,Married,2,,True
Hamdi Ulukaya,2.0,Turkey,greek yogurt,1580,48,"Norwich, New York",Turkey,Married,,,True
Georg von Opel,2.0,Switzerland,"real estate, investments",1580,55,"London, United Kingdom",Switzerland,Married,5,University of Rhode Island,False
Wang Chaobin,2.0,China,real estate,1580,65,"Zhengzhou, China",China,,,,True
Wang Zhenghua,2.0,China,budget airline,1580,77,"Shanghai, China",China,,,,True
Wei Ing-Chou,2.0,Taiwan,"food, beverages",1580,67,"Tianjin, China",Taiwan,Married,3,,True
Horst Wortmann,2.0,Germany,footwear,1580,79,"Detmold, Germany",Germany,Married,,,True
Wu Junbao,2.0,China,education,1580,55,"Hefei, China",China,Married,,,True
Wu Kai,2.0,China,batteries,1580,53,"Ningde, China",China,,,"Ph.D, Shanghai Jiao Tong University",True
Amy Wyss,2.0,United States,medical equipment,1580,50,"Wilson, Wyoming",United States,,,"Bachelor of Arts/Science, Skidmore College",False
Xue Xiangdong & family,2.0,China,software,1580,62,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Hunan University",True
Yan Zhi,2.0,China,real estate,1580,48,"Wuhan, China",China,Married,,"Master of Business Administration, Wuhan University",True
William Young,2.0,United States,plastics,1580,80,"Ypsilanti, Michigan",United States,Married,4,"Bachelor of Science in Engineering, University of Detroit Mercy",True
Zhang Xuansong,2.0,China,supermarkets,1580,49,"Fuzhou, China",China,,,,True
Noubar Afeyan,1.9,United States,biotech,1664,58,"Lexington, Massachusetts",United States,Married,,"Ph.D, Massachusetts Institute of Technology; Bachelor of Science, McGill Univeristy",True
Aziz Akhannouch & family,1.9,Morocco,"petroleum, diversified",1664,60,"Casablanca, Morocco",Morocco,Married,3,"Master of Business Administration, Universite de Sherbrooke",False
Joao Alves de Queiroz Filho,1.9,Brazil,pharmaceuticals,1664,68,"São Paulo, Brazil",Brazil,Divorced,3,"Bachelor of Arts/Science, Faculdade Dom Pedro II",True
Andrey Andreev,1.9,United Kingdom,online dating,1664,47,"London, United Kingdom",United Kingdom,Single,,,True
Felix Baker,1.9,United States,biotech investing,1664,52,"New York, New York",United States,,,,True
Julian Baker,1.9,United States,investing,1664,54,"New York, New York",United States,,,,True
Lee Bass,1.9,United States,"oil, investments",1664,64,"Fort Worth, Texas",United States,Married,,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",False
Andrey Blokh,1.9,Russia,cannabis,1664,57,"Moscow, Russia",Russia,,3,,True
Josef Boquoi & family,1.9,Germany,frozen foods,1664,87,"Straelen, Germany",Germany,,3,,True
Nicola Bulgari,1.9,Italy,luxury goods,1664,80,"Rome, Italy",Italy,,4,"Diploma, High School",False
Chen Shiliang,1.9,China,polyester,1664,57,"Tongxiang, China",China,Married,,,True
Chen Tei-fu,1.9,Taiwan,herbal products,1664,73,"Los Angeles, California",Taiwan,Married,5,"Drop Out, Brigham Young University; Bachelor of Arts/Science, Kaohsiung Medical University",True
Chung Yong-jin,1.9,South Korea,retail,1664,52,"Seoul, South Korea",South Korea,Married,4,"Bachelor of Arts/Science, Brown University",False
Thierry Cruanes,1.9,United States,software,1664,53,"San Mateo, California",United States,Married,2,"Master of Science, Université de Caen Normandie; Ph.D, University Paris VI - Pierre et Marie Curie",True
Benoit Dageville,1.9,United States,software,1664,54,"San Carlos, California",United States,Married,2,"Bachelor of Science, Université de Paris VI; Master of Science, Université de Paris VI; Ph.D, Université de Paris VI",True
Beda Diethelm,1.9,Switzerland,hearing aids,1664,80,"Zurich, Switzerland",Switzerland,,,,True
James Dinan,1.9,United States,hedge funds,1664,61,"North Salem, New York",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True
Mark Dixon,1.9,United Kingdom,office real estate,1664,61,"Monaco, Monaco",United Kingdom,Divorced,5,,True
Bulent Eczacibasi,1.9,Turkey,"pharmaceuticals, diversified",1664,71,"Istanbul, Turkey",Turkey,Married,2,"Bachelor of Arts/Science, Imperial College London; Master of Science, Massachusetts Institute of Technology",False
Fred Ehrsam,1.9,United States,cryptocurrency exchange,1664,32,"Miami, Florida",United States,,,"Bachelor of Science, Duke Univeristy",True
Francois Feuillet,1.9,France,"motorhomes, RVs",1664,72,"Paris, France",France,Married,,,False
Robert Fisher,1.9,United States,Gap,1664,67,"San Francisco, California",United States,Married,3,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford University",False
"William Foley, II.",1.9,United States,★,1664,76,"Las Vegas, Nevada",United States,Married,,,True
Gao Yi & family,1.9,China,pharmaceuticals,1664,52,"Changsha, China",China,,,,True
Gao Yu,1.9,China,information technology,1664,,"Shenzhen, China",China,,,"Bachelor of Commerce, Renmin University of China",True
Sanjiv Goenka,1.9,India,diversified,1664,60,"Kolkata, India",India,Married,2,"Bachelor of Arts/Science, Calcutta University",False
Surjit Kumar Gupta,1.9,India,electrical equipment,1664,79,"Delhi, India",India,Married,2,,False
Yusuf Hamied,1.9,India,pharmaceuticals,1664,84,"Mumbai, India",India,Married,,"Doctorate, University of Cambridge",False
Shmuel Harlap,1.9,Israel,automotive,1664,76,"Tel Aviv, Israel",Israel,,,,False
Bill Haslam,1.9,United States,gas stations,1664,62,"Knoxville, Tennessee",United States,Married,3,"Bachelor of Arts/Science, Emory University",False
Roberto Hernandez Ramirez,1.9,Mexico,banking,1664,79,"Mexico City, Mexico",Mexico,Married,3,"Bachelor of Arts/Science, Ibero-American University",True
Huang Jiangji,1.9,Hong Kong,smartphones,1664,,"Beijing, China",Hong Kong,,,,True
Stanley Hubbard,1.9,United States,DirecTV,1664,87,"St. Paul, Minnesota",United States,Married,5,"Bachelor of Arts/Science, University of Minnesota",False
Arthur Irving,1.9,Canada,oil,1664,91,"Saint John, Canada",Canada,Married,5,,False
Hamilton James,1.9,United States,investments,1664,69,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University",True
Jiang Zhaobai,1.9,China,real estate,1664,57,"Shanghai, China",China,,,,True
Ke Jinlong & family,1.9,China,retailing,1664,,"Guangzhou, China",China,Married,,,True
Ke Kangbao & family,1.9,China,retailing,1664,58,"Guangzhou, China",China,Married,,,True
Michael Kim,1.9,United States,private equity,1664,57,"Seoul, South Korea",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Haverford College",True
Ipek Kirac,1.9,Turkey,diversified,1664,36,"Istanbul, Turkey",Turkey,Single,,,False
Kurt Krieger,1.9,Germany,furniture retailing,1664,73,"Berlin, Germany",Germany,Married,3,,True
Christopher Kwok,1.9,Hong Kong,real estate,1664,35,"Hong Kong, Hong Kong",Hong Kong,Married,1,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business",False
Edward Kwok,1.9,Hong Kong,real estate,1664,40,"Hong Kong, Hong Kong",Hong Kong,,,,False
Alexis Lê-Quôc,1.9,United States,cloud computing,1664,,,,,,,
Li Guangyu,1.9,China,education,1664,57,"Zhengzhou, China",China,Married,,"Master of Business Administration, Peking University",True
Li Hongjing,1.9,China,auto parts,1664,53,"Haikou, China",China,,,,True
Li Jiaquan,1.9,China,chemicals,1664,57,"Chengdu, China",China,,,,True
Li Min,1.9,China,semiconductor,1664,55,"Fuzhou, China",China,,,,True
Lin Dingqiang & family,1.9,Hong Kong,real estate,1664,54,"Beijing, China",Hong Kong,Married,,,True
Louise Lindh,1.9,Sweden,investments,1664,41,"Stockholm, Sweden",Sweden,Married,,,False
Yusaku Maezawa,1.9,Japan,online retail,1664,45,"Chiba, Japan",Japan,Divorced,1,,True
Anand Mahindra,1.9,India,diversified,1664,66,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University",False
Willy Michel,1.9,Switzerland,medical devices,1664,74,"Burgdorf, Switzerland",Switzerland,Married,3,,True
Lachhman Das Mittal,1.9,India,tractors,1664,90,"Delhi, India",India,Married,5,"Bachelor of Arts/Science, Punjab University; Master of Arts, Punjab University",False
Ermirio Pereira de Moraes,1.9,Brazil,diversified,1664,88,"Sao Paulo, Brazil",Brazil,Married,7,"Bachelor of Science in Engineering, University of Tulsa",False
Maria Helena Moraes Scripilliti,1.9,Brazil,diversified,1664,90,"Sao Paulo, Brazil",Brazil,Widowed,4,"High School Graduate, High School",False
Stefan Olsson,1.9,Sweden,diversified,1664,72,"London, United Kingdom",Sweden,Married,,,False
Peng Yongdong,1.9,China,real estate,1664,41,"Beijing, China",China,,,,True
Olivier Pomel,1.9,France,cloud computing,1664,44,"New York, New York",France,Married,,"Master, Ecole centrale de Paris",True
Larry Robbins,1.9,United States,hedge funds,1664,51,"Alpine, New Jersey",United States,Married,4,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True
Brian Roberts,1.9,United States,Comcast,1664,61,"Philadelphia, Pennsylvania",United States,Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",False
Christopher Rokos,1.9,United Kingdom,hedge fund,1664,50,"London, United Kingdom",United Kingdom,,,"Bachelor of Arts/Science, Oxford University; Master, Oxford University",True
S.D. Shibulal,1.9,India,software services,1664,,,,,,,
Evgeny (Eugene) Shvidler,1.9,United States,"oil & gas, investments",1664,,,,,,,
Frank Slootman,1.9,United States,software,1664,62,"Pleasanton, California",United States,Married,2,"Bachelor of Science, Erasmus University Rotterdam, The Netherlands; Master of Science, Erasmus University Rotterdam, The Netherlands",True
Sergio Stevanato,1.9,Italy,medical packaging,1664,78,"Venice, Italy",Italy,Married,2,"Law Degree, University of Ferrara",True
Kevin Systrom,1.9,United States,Instagram,1664,37,"San Francisco, California",United States,Married,1,"Bachelor of Arts/Science, Stanford University",True
Tan Lili,1.9,China,feed,1664,,"Guangzhou, China",China,,,,True
David Teoh & family,1.9,Australia,telecom,1664,65,"Sydney, Australia",Australia,Married,4,,True
Patrizio Vinciarelli,1.9,United States,electronic components,1664,74,"Boston, Massachusetts",United States,Divorced,,"Ph.D, La Sapienza University of Rome",True
Todd Wagner,1.9,United States,online media,1664,60,"Dallas, Texas",United States,Married,1,"Bachelor of Arts/Science, Indiana University; Doctor of Jurisprudence, University of Virginia",True
Wan Long,1.9,China,food,1664,80,"Luohe, China",China,,,,True
Wang Jian,1.9,China,healthcare services,1664,,,,,,,
Wang Jilei,1.9,China,logistics,1664,56,"Shanghai, China",China,,,,True
Wang Junshi & family,1.9,China,solar energy,1664,72,"Ningbo, China",China,,,,True
Wei Yin-Chun,1.9,Taiwan,"food, beverages",1664,64,"Taipei, Taiwan",Taiwan,Married,4,,True
Wei Yin-Heng,1.9,Taiwan,"food, beverages",1664,62,"Shanghai, China",Taiwan,Married,2,,True
Stephen Winn,1.9,United States,real estate services,1664,74,"Dallas, Texas",United States,Married,,"Master of Science, Stanford University; Bachelor of Arts/Science, The University of Texas at Austin",True
Gordon Wu,1.9,Hong Kong,real estate,1664,85,"Hong Kong, Hong Kong",Hong Kong,Married,4,"Bachelor of Arts/Science, Princeton University; Master, Princeton University",True
Yang Xuegang,1.9,China,coking,1664,56,"Beijing, China",China,Married,,,True
Yu Huijiao,1.9,China,package delivery,1664,55,"Shanghai, China",China,Married,,,True
Zeng Kaitian,1.9,China,online games,1664,46,"Shanghai, China",China,,,,True
Changpeng Zhao,1.9,China,cryptocurrency exchange,1664,45,"Taiwan, China",China,,,,True
Zhu Xingliang,1.9,China,construction,1664,62,"Suzhou, China",China,Married,1,"Bachelor of Arts/Science, Suzhou University of Science and Technology",True
Zhu Yiwen & family,1.9,China,healthcare,1664,,"Shanghai, China",China,Married,,,True
Anita Zucker,1.9,United States,chemicals,1664,69,"Charleston, South Carolina",United States,Widowed,3,"Bachelor of Arts/Science, University of Florida; Master of Arts, University of North Florida",False
Mohamed Al Fayed,1.8,Egypt,"retail, investments",1750,92,"London, United Kingdom",Egypt,Married,5,,True
Leslie Alexander,1.8,United States,sports team,1750,77,"Houston, Texas",United States,Divorced,1,"Bachelor of Arts/Science, New York University; Doctor of Jurisprudence, Western State University College of Law",True
Joachim Ante,1.8,Germany,game software,1750,38,"Copenhagen, Denmark",Germany,In Relationship,,,True
Roman Avdeev,1.8,Russia,"banking, development",1750,53,"Moscow, Russia",Russia,Married,23,"Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies",True
Arun Bharat Ram,1.8,India,chemicals,1750,80,"Delhi, India",India,Widowed,3,"Bachelor of Science in Engineering, University of Michigan",False
O. Francis Biondi,1.8,United States,hedge funds,1750,,,,,,,
John Bloor,1.8,United Kingdom,"real estate, manufacturing",1750,77,"Aberdyfi, United Kingdom",United Kingdom,,,,True
Vladimir Bogdanov,1.8,Russia,oil,1750,69,"Surgut, Russia",Russia,Married,1,"Bachelor of Arts/Science, Tyumen Industrial Institute",True
David Booth,1.8,United States,mutual funds,1750,75,"Austin, Texas",United States,Married,,"Bachelor of Arts/Science, University of Kansas; Master of Science, University of Kansas",True
Cai Mingtong,1.8,China,electronic components,1750,69,"Quanzhou, China",China,Married,,,True
Yvon Chouinard,1.8,United States,Patagonia,1750,82,"Ventura, California",United States,Married,2,,True
Jack Cockwell,1.8,Canada,"real estate, private equity",1750,80,"Toronto, Canada",Canada,,,,True
Kommer Damen,1.8,Netherlands,shipbuilding,1750,77,"Gorinchem, Netherlands",Netherlands,Married,4,,False
D. Leopoldo Del Pino,1.8,Spain,construction,1750,,,,,,,
Jamie Dimon,1.8,United States,banking,1750,65,"New York, New York",United States,Married,3,"Master of Business Administration, Harvard Business School",True
Robert Duggan,1.8,United States,pharmaceuticals,1750,77,"Clearwater, Florida",United States,Married,8,"Drop Out, University of California, Los Angeles; Drop Out, University of California, Santa Barbara",True
Faruk Eczacibasi,1.8,Turkey,"pharmaceuticals, diversified",1750,66,"Istanbul, Turkey",Turkey,Married,2,,False
N. Murray Edwards,1.8,Canada,oil & gas,1750,,,,,,,
Anthony Eisen,1.8,Australia,fintech,1750,49,"Melbourne, Australia",Australia,,,"Bachelor of Commerce, University of New South Wales",True
Ali Erdemoglu,1.8,Turkey,carpet,1750,61,"Istanbul, Turkey",Turkey,Married,3,,True
James France,1.8,United States,"Nascar, racing",1750,76,"Daytona Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Florida Southern College",False
Mario Gabelli,1.8,United States,money management,1750,79,"Greenwich, Connecticut",United States,Married,4,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Fordham University",True
